sample_id,source_file,sha256,source_format,width,height,resized_width,resized_height,crop_x0,crop_y0,caption,dup_group,dev200_idx,subset500
00200,DIV8K/train_HR/0120.png,5ebdd716b00d1a42bce68795b565e725224dff1884b5ee030993e481274845f2,PNG,5760,3840,3072,2048,512,0,Rugged cliffs meet the dynamic turquoise sea under overcast skies.,,,
00201,DIV8K/train_HR/0470.png,ca2f739a45797089b9a831ac9cb18f009957b81865295756341163575a8f8914,PNG,6720,4416,3117,2048,534,0,"A weathered brick wall with peeling paint reveals a partially visible mural of a figure in a red belt, set against a backdrop of aged concrete and graffiti.",,,
00202,DIV8K/train_HR/0807.png,d5d7109320c2dd62d43da0fc6ebc771d9de2fcbbcc338bf16a63e8ccbb035334,PNG,6720,4416,3117,2048,534,0,"A close-up of a curious orange tabby kitten gazing upwards against a blurred wooden background, bathed in soft natural light.",,,
00203,DIV8K/train_HR/1450.png,b813d3ab26c590fd4e9ca1a6d3ff8e308a0d145cab43304645ffa144692eef58,PNG,7680,3648,4312,2048,1132,0,"A serene mountain lake reflects the sky and surrounding peaks under soft, diffused light.",,,
00204,DIV8K/train_HR/0977.png,db769bddbc5f06c39fb3d991081d0d8c05d60afd9b58bb674824fd0329ccb53c,PNG,6720,3648,3773,2048,862,0,"A historic stone bridge with arched windows spans between two buildings under a bright blue sky in Oxford, England.",,,
00205,DIV8K/train_HR/0674.png,fb8e0939af9dfee152345704b394f4bd216c6577425983a2e14278b24871790f,PNG,6720,4416,3117,2048,534,0,"A man in a light hoodie holds up his hand with a ""STOP AND PRAY"" sticker against a bright, overexposed background.",,,
00206,DIV8K/train_HR/0429.png,15401c051851880368fbcc4cfbbaa619f70c6effd6251ece641caf9fb4708505,PNG,5760,3840,3072,2048,512,0,A serene landscape featuring a river flowing through a grassy plain with a prominent volcano in the background under a bright blue sky.,,,
00207,DIV8K/train_HR/0906.png,0a1469d0d15de1ea3f0e9419a6a6671a7eb496f99f286fbbc85890d4493e6a68,PNG,6720,4416,3117,2048,534,0,"A rustic wooden cabin window adorned with vibrant flowers, bathed in natural light, exudes a charming alpine aesthetic.",,,
00208,DIV8K/train_HR/0053.png,fa3506c9b5c792b2c4b931f9f70cf8efbc6d13d430fc54c2e2fa80d2ddf303ac,PNG,5760,2880,4096,2048,1024,0,"An aerial view of a lush, green rural landscape with neatly arranged fields and scattered houses under natural daylight.",,,
00209,DIV8K/train_HR/1113.png,8c73f0efcdf88ced0ef33489d89a5cfc03cc46d84197dd45be5d1ce26fc85a8d,PNG,6720,3264,4216,2048,1084,0,"A weathered pier extends into a calm bay under an overcast sky, with rugged cliffs in the background and a lone figure standing at the end of the pier.",,,
00210,DIV8K/train_HR/0452.png,eb64489bada3cae21e6899d8ff9ccb54680e100e01b919d93f9eeb20604aa6c0,PNG,5760,3840,3072,2048,512,0,"A classic library with tall bookshelves, ornate furniture, and warm, ambient lighting.",,,
00211,DIV8K/train_HR/0167.png,a175f4e27be6da97b4a5cbaf8e6be73978338d72bfa4b15a21100631e59d9b43,PNG,5760,2688,4389,2048,1170,0,"A picturesque view of Cesky Krumlov with its historic red-roofed buildings and a serene river, bathed in soft natural light.",,,
00212,DIV8K/train_HR/1331.png,36dc2b1647c3017233f4d7331809e7757f5a72fabb4827d4fe1faac8e8591560,PNG,6720,4416,3117,2048,534,0,"An old, weathered farmhouse with a porch and a rustic charm stands under a clear sky at sunset, casting warm light through its windows.",,,
00213,DIV8K/train_HR/0999.png,dc4a25c1197623da0a9610392c002b68a24b815b7445c403a5ce08e43ff17822,PNG,6720,3072,4480,2048,1216,0,"A serene forest path winds through lush greenery under warm, golden sunlight.",,,
00214,DIV8K/train_HR/0570.png,bf0438a493d18a51354e2c045c74f48f8cd1236cf30293a0a37f7956e1932b31,PNG,6720,4416,3117,2048,534,0,"A misty morning over a rural landscape with greenhouses and rolling hills bathed in soft, diffused light.",,,
00215,DIV8K/train_HR/1134.png,9e0876ff470e465e7b5fc2bb97881e821bc7c45a373ef80b574456218c2b29ba,PNG,6720,4416,3117,2048,534,0,A vibrant stack of rolled-up fabric in various bright colors under natural light.,,,
00216,DIV8K/train_HR/1140.png,e218c7200b2476df19c0dffe7fb196462db80b18cb059f0f3f34a33647b8e8ec,PNG,3264,2112,3165,2048,558,0,A young arctic fox stands on a snowy landscape under bright sunlight.,,,
00217,DIV8K/train_HR/0762.png,fa0055e4b4eb5ee67532ad652a1d0d1a74500ca64dacdf0e3e09d7d2b9627543,PNG,6720,2304,5973,2048,1962,0,"A misty forest path surrounded by tall trees bathed in soft, ethereal light.",,,
00218,DIV8K/train_HR/1055.png,b637f238011e4f40055594228631c275c6c2c5b7ff8ff1332c035336fe7f52c9,PNG,6720,4416,3117,2048,534,0,"A stone statue of an ancient figure sits serenely in a temple-like setting with intricate columns and golden accents, bathed in soft natural light.",,,
00219,DIV8K/train_HR/1495.png,ad946eb3dd18d69ad6710503aa2bbfee6a747b86a3473ab95326864422e95e0a,PNG,7680,5568,2825,2048,388,0,"A serene church interior with arched ceilings, stained glass windows, and wooden pews bathed in natural light.",,,
00220,DIV8K/train_HR/0455.png,fa15556361cb504f99bd9f9775bc3598ddbe0c7dd8eac3aad8a7fdd3254aab16,PNG,5760,3840,3072,2048,512,0,"A man in a patterned shirt stands outdoors on a sunny day, surrounded by greenery.",,,
00221,DIV8K/train_HR/0501.png,1204cccbe444ae10e9c8d05e39c4ee6e76fa186be67c75adcec850b8308bba0b,PNG,3264,2112,3165,2048,558,0,"A woman in athletic wear sits barefoot on a wooden deck, smiling under natural daylight.",,,
00222,DIV8K/train_HR/0439.png,934d19f3de7ee5a47d21a80e041bbb16938917aff487c11fa3339fafbed68e11,PNG,5760,2880,4096,2048,1024,0,A modern building with classical columns stands under a bright blue sky with scattered clouds.,,,
00223,DIV8K/train_HR/1061.png,60e9f75231697a25a6b2d342cddcb3445fc1988c9b5f5873ca2cfa298b7ef5bb,PNG,6720,4416,3117,2048,534,0,"An old, rusted horse-drawn cart with a black seat sits in a sunlit field under a clear blue sky.",,,
00224,DIV8K/train_HR/0692.png,6767b1a9bc88db7270f85d61b5bca6eb7b41b712954159ae09fd26258eea3bf7,PNG,4416,6720,2048,3117,0,534,"A serene turquoise lake surrounded by dense evergreen forests and towering mountains under a bright, clear sky.",,,
00225,DIV8K/train_HR/1251.png,15d54c8fface52782db93640d2aee2e47e17c98e86a193d3298e650b47452b87,PNG,3264,2112,3165,2048,558,0,"A lone hiker navigates rugged volcanic rocks under the natural arch of a cave, bathed in the warm glow of sunlight filtering through the opening.",,,
00226,DIV8K/train_HR/1199.png,e6836a887af3c21236cd091f680b299dfb62ad1cf6aca354daf12ebc3409b6ed,PNG,6720,5376,2560,2048,256,0,"A close-up of dried lentils with a warm, natural light highlighting their texture and color variations.",,,
00227,DIV8K/train_HR/0390.png,cc29188e2d03a4f44835ffb150b55412267cf424602db04dfe86bd98f31b7f86,PNG,3840,5760,2048,3072,0,512,"A couple lies on green grass, enjoying a serene moment under natural light.",,,
00228,DIV8K/train_HR/1202.png,1048b13eb70083b8e4c5f4aabf53c12dc3dd9068d4b9c1bd6b7a49d50947b281,PNG,6720,4416,3117,2048,534,0,"A charming cobblestone alley adorned with vibrant red geraniums and lush greenery, bathed in warm sunlight.",,,
00229,DIV8K/train_HR/1184.png,81effacb3ecfdb75a11847d01b758ed37cae1e2ccc75d202f02e658af649a69b,PNG,3264,2112,3165,2048,558,0,"A brick building with two arched windows is entwined by overgrown vines, creating a rustic and mysterious atmosphere under natural daylight.",,,
00230,DIV8K/train_HR/1031.png,891de008a4abce11dfcaa9b4c72aa45be8d0f0851cf5a9b78f0ef4f6158d7e7b,PNG,6720,4416,3117,2048,534,0,A serene Japanese garden with meticulously trimmed bushes and a wooden staircase bathed in soft sunlight.,,,
00231,DIV8K/train_HR/0886.png,86c8c41d84f74c6f45006833b0904767484fba1b7f65f79f8983c056da8a5e32,PNG,6720,4416,3117,2048,534,0,"A bee smoker sits on a vibrant green lawn under bright sunlight, casting soft shadows.",,,
00232,DIV8K/train_HR/0827.png,10f57f4e6e89f4de89f0ce8e8caab682642cefb5c563ff22fdf59392e6aa1bd5,PNG,6720,4416,3117,2048,534,0,A serene lakeside resort with traditional architecture and lush greenery under bright daylight.,,,
00233,DIV8K/train_HR/1079.png,b902cf690db1b36af198df035065e4b2215bf825c87202450554e1a821a7fb2b,PNG,6720,4416,3117,2048,534,0,Stacks of cut logs under a cloudy sky in a forested area with a reflective puddle on the ground.,,,
00234,DIV8K/train_HR/1393.png,aa3481958d07a082002c555ddba8fd009a796b6755d00035f028c47a4f1fb381,PNG,6720,4416,3117,2048,534,0,"Ancient stone carvings of deities in a temple setting, illuminated by natural light highlighting intricate details.",,,
00235,DIV8K/train_HR/1150.png,fbd40bf63c98f033decb202d34c6094cf8fdfbb35260520c7a5c930c0a76594a,PNG,4224,6720,2048,3258,0,605,"A traditional Japanese stone wall with a thatched roof building in the background, surrounded by autumn foliage, bathed in soft natural light.",,,
00236,DIV8K/train_HR/0770.png,7e0aa1ba2912ba026a0a55feb88207f7b270a850ff9db09ecafcfdb8cec51fde,PNG,6720,4416,3117,2048,534,0,"A vibrant Seattle skyline with the Space Needle and Mount Rainier in the background, bathed in soft morning light.",,,
00237,DIV8K/train_HR/1186.png,26f20e455924b80dc7eaa168d4fc573cd03dd244dc3e44c8fa9eef21ca476f57,PNG,4416,6720,2048,3117,0,534,A towering white rock formation stands against a clear blue sky in a desert landscape under bright sunlight.,,,
00238,DIV8K/train_HR/0563.png,f8d24d6e9b7da617d9d006add79c92ea91a709f9c142bd720c0828da11104dc6,PNG,6720,4416,3117,2048,534,0,"A traditional water wheel in a lush, mountainous landscape bathed in soft morning light.",,,
00239,DIV8K/train_HR/1030.png,6d9344ec716ad9a712aa62a0ea46024bb1ae62c5811cf57c0dbb453c37c56d85,PNG,6720,4416,3117,2048,534,0,"A richly decorated library with ornate ceiling details, bookshelves filled with books, and warm lighting creates a serene and scholarly atmosphere.",,,
00240,DIV8K/train_HR/1047.png,2606c73db9c54cffefd66d72b3e9e03196a141670d4b7a7538262bba66151486,PNG,6720,4416,3117,2048,534,0,"A vibrant stir-fry noodle dish with vegetables and sesame seeds is served in a white bowl on a rustic wooden surface, bathed in warm, natural light.",,,
00241,DIV8K/train_HR/1465.png,9912f338a7e0b57cc83a85b86ce9a518ee39f5d3b0bd8340234c56cb5a57c6bb,PNG,7680,4992,3151,2048,551,0,"A grand cathedral interior with ornate architecture, stained glass windows, and intricate woodwork, bathed in warm, natural light filtering through the stained glass.",,,
00242,DIV8K/train_HR/0142.png,1266c3b91f830b32a9b187c475ea9b4dd0b0a2efe269cc718ce1102ff193fa18,PNG,5760,3840,3072,2048,512,0,A shirtless man balances on a slackline under a pier on a sunny day at the beach.,,,
00243,DIV8K/train_HR/0131.png,3c69cdd06980abd343e106a61374287bac6735900a8924179fe6027be25e616e,PNG,3840,5760,2048,3072,0,512,"A wet, winding road through a forested valley under overcast skies.",,,
00244,DIV8K/train_HR/1261.png,9df6437ddd6719bb659a10ea5d097a78a99774fd0165a92d29bbb8f570cd71a8,PNG,6720,4416,3117,2048,534,0,"A vibrant city square with a historic building, purple flowering trees, and a statue under bright daylight.",,,
00245,DIV8K/train_HR/1064.png,b41b8c3cb522999d95233a1061c56de4525bcb92daf11da5dbbd852b01ed262e,PNG,6720,4416,3117,2048,534,0,"A white cat stands alert in a sunlit grassy area, surrounded by greenery.",,,
00246,DIV8K/train_HR/1224.png,eb34c901590d5bf45c5ae4c2888290f6c1f6cd0c545581efd5f3c0be7d9d9c93,PNG,6720,4416,3117,2048,534,0,"A Black-crowned Night-Heron perches gracefully on a branch against a soft, blurred green background, bathed in natural light.",,,
00247,DIV8K/train_HR/1431.png,0b0c473d0aa0117ec6d2f783d5b97dc637fe3d995c8669ab0397f0e280e96d0f,PNG,7680,4992,3151,2048,551,0,A person in a plaid dress stands on rocky terrain by the sea under bright sunlight.,,,
00248,DIV8K/train_HR/0990.png,576617185bcfff3cd06607d65fb6ee6af9bb4e10f16fe71655125b1f55e529db,PNG,6720,4416,3117,2048,534,0,"A vibrant assortment of fresh vegetables, including cherry tomatoes, mushrooms, green chili peppers, red chili peppers, yellow bell peppers, and garlic, is arranged in a black bowl on a wooden surface, bathed in natural light.",,,
00249,DIV8K/train_HR/0945.png,3dffcafa84801a030624f2c00898749013ad7c99c7b9810719a1acd12eb416b8,PNG,6720,4416,3117,2048,534,0,A hang glider soars over a rugged coastal landscape under bright sunlight.,,,
00250,DIV8K/train_HR/0730.png,e4105f94cf52fab0a14ef2c6094ad3c94b646d8f343548ddf0a8688819d5d8ba,PNG,6720,4416,3117,2048,534,0,"A grand cathedral interior with ornate stained glass windows and a high, vaulted ceiling bathed in natural light.",,,
00251,DIV8K/train_HR/0424.png,6357ff70d81dd204f1b4052dc11c0f4c40e361ecc3b50e3fb2cff6dce2301f69,PNG,5760,2304,5120,2048,1536,0,A solitary sand dune rises against a clear blue sky in a vast desert landscape bathed in warm sunlight.,,,
00252,DIV8K/train_HR/1381.png,3a9e13e9b0499b2ad81a381f71b0f215252f5be07a19dcbfa98924ad72329651,PNG,6720,4416,3117,2048,534,0,A lone dead tree stands against a backdrop of golden sand dunes under a clear blue sky.,,,
00253,DIV8K/train_HR/0985.png,0e94ad29845137e391d7aa8d60d5775f63b09827fcb89049e7152ff2461099c9,PNG,6720,4416,3117,2048,534,0,"A rustic wooden table setting features a plate of golden-brown pancakes garnished with olives, tomatoes, and herbs, accompanied by a fork and knife, under warm, natural lighting.",,,
00254,DIV8K/train_HR/1044.png,5c0506b2099d1a5175967325763b4649c30e331705afd5a4574a90280c09211e,PNG,6720,4416,3117,2048,534,0,"A gleaming red Indian motorcycle is parked on a sunlit lawn, surrounded by lush greenery and a partially visible building in the background.",,,
00255,DIV8K/train_HR/1048.png,d779c45aa97be7a31629d786f1c478422c0821cca5766886972c1e271dc3b3b7,PNG,6720,4416,3117,2048,534,0,"A tall palm tree reaches towards a bright blue sky dotted with fluffy white clouds, bathed in natural sunlight.",,,
00256,DIV8K/train_HR/0341.png,8d738adc8ddd5d08bbd81d3a4256ebd24515d17cd010c3dcd65d940e6160575c,PNG,5760,3840,3072,2048,512,0,A weathered building with arched windows and balconies stands against a bright yellow backdrop under clear blue skies.,,,
00257,DIV8K/train_HR/1265.png,4fd2f3f69bb6eb1244a8da45d0e90bb386adbea0b28d61087ffea332ae6869ab,PNG,6720,4416,3117,2048,534,0,"A weathered stone archway stands prominently in a sunlit courtyard, blending historical architecture with modern urban elements.",,,
00258,DIV8K/train_HR/0573.png,2c21f0a1d6222f72f217122191bbfa7c9e2ba647a211d2fdc9c46a3575b71d87,PNG,6720,4416,3117,2048,534,0,"A fisherman casts his net at sunset on a tranquil lake, illuminated by the golden hues of the setting sun.",,,
00259,DIV8K/train_HR/1445.png,92ff2a8ed76ab5e47db011f859beec832927f8e84dd5de53e12111f26040d6b1,PNG,7680,4992,3151,2048,551,0,"A serene beach scene featuring penguins on white sand under bright sunlight, with turquoise waters and rocky outcrops in the background.",,,
00260,DIV8K/train_HR/1132.png,f630ce309525cec8ce33da94133b354cc45df8fda1a42491c4ba2eced5dd9959,PNG,6720,4224,3258,2048,605,0,Farmers walk through vibrant terraced rice fields under warm sunlight in a rural setting.,,,
00261,DIV8K/train_HR/1377.png,1571d26866368126d1a399314c5ed0802f3bd31b417735384a4b57c742b858fc,PNG,6720,4416,3117,2048,534,0,A serene river flows through a lush green forest under soft natural light.,,,
00262,DIV8K/train_HR/1253.png,2ab6031ac5577d6f323f1a5e4e338b296d149dce42550380b0eed2833e2b2744,PNG,4992,6720,2048,2757,0,354,"A classical statue of a man in dynamic pose is integrated into a stone fountain under bright sunlight, set against a historic building backdrop.",,,
00263,DIV8K/train_HR/0407.png,45ad5753fe8d5053ddcc352573d526c3ae69f5cfa923a41ef17bc82e017e18fb,PNG,5760,3840,3072,2048,512,0,"A woman sits against a textured wall, playing a guitar in soft, natural light.",,,
00264,DIV8K/train_HR/0021.png,c0268902b9f5927860b59191cf7c6df837f055fa8cb8b3ea30ea786f2b2b98f9,PNG,5760,3264,3614,2048,783,0,A person sails a catamaran on calm waters under a dramatic sky at sunset.,,,
00265,DIV8K/train_HR/1380.png,9d9c8d8353a76ab776b987b493be7a2d171bb70e3467efbc4c7889d27b97a3c0,PNG,6720,4416,3117,2048,534,0,"A rustic, medieval-style bedroom with exposed beams, a four-poster bed draped in patterned fabric, a portrait on the wall, and warm, natural lighting highlighting the wooden floor and stone walls.",,,
00266,DIV8K/train_HR/1415.png,34b1c2987998f3acee1c7af7331cd2fe29e81adeead21f5805c7c9c9d35ecff0,PNG,7680,4992,3151,2048,551,0,A serene coastal scene featuring rugged rock formations and calm waters under a clear blue sky.,,,
00267,DIV8K/train_HR/1073.png,e0c0f41720831666a3487366d41e9f49d8a5a23f746a07c5d6ed96921ea2ac8b,PNG,4416,6720,2048,3117,0,534,"A vibrant mosaic guitar sign reading ""Hard Rock"" stands prominently in front of a building with a modern architectural style under natural daylight.",,,
00268,DIV8K/train_HR/0858.png,0cc748b17d26d185f729220f3f9f97e9d12420e1b83906e04f6f9d2b63027fb2,PNG,6720,6720,2048,2048,0,0,"A vibrant display of grilled salmon, fresh vegetables, and a bowl of caviar on a wooden board, set against a dark background with scattered spices and herbs, creating a visually appealing and appetizing scene.",,,
00269,DIV8K/train_HR/0767.png,a44a0229028f4ca701f161d070583fbd27bde191a506de0210905d26b9d7dfd8,PNG,6720,4416,3117,2048,534,0,An aerial view of a lush green cliffside overlooking a sandy beach with crashing waves under bright sunlight.,,,
00270,DIV8K/train_HR/0817.png,1f1d69cfa71ba25e156b96037c7b31e14001d5d763765ceae3658da8486e5faa,PNG,6720,4416,3117,2048,534,0,"A beautifully presented latte with intricate latte art sits on a blue saucer alongside a slice of carrot cake on a white plate, all set against a rustic wooden backdrop with soft natural lighting.",,,
00271,DIV8K/train_HR/0568.png,445f2c09b65119d83e2f67ef0fd4abad8540d4f22a64c613f274ff82bf3bebe9,PNG,6720,4416,3117,2048,534,0,"A fisherman casts his net at sunset on a tranquil lake, illuminated by the golden hues of the setting sun.",,,
00272,DIV8K/train_HR/1433.png,afcea77c91ec59e9e9f6ddaf71df69ee98a8d45ef82ae0664afff43c3d8c0969,PNG,7680,4992,3151,2048,551,0,"A woman sips red wine in a dimly lit, intimate setting.",,,
00273,DIV8K/train_HR/1332.png,0b3a1987369211f9aadf9509d0efaef89316f82896c543da93d7363a1b0bb3a1,PNG,6720,4416,3117,2048,534,0,"A vibrant yellow and blue building with ornate railings and a grand staircase under a bright, partly cloudy sky.",,,
00274,DIV8K/train_HR/1496.png,20ab770d689f3a9f5356f85913fd7471887794038097d879b14c4de54d581021,PNG,7680,5760,2731,2048,341,0,"A modern library with rows of desks, computers, and bookshelves under natural light streaming through large windows.",,,
00275,DIV8K/train_HR/0658.png,905ef8569e76301547c76e816f1d4cbb9d754fc3668f03c748599cf6258a3d85,PNG,4416,6720,2048,3117,0,534,"A modern skyscraper with reflective glass panels and intricate metalwork stands tall against a bright sky, showcasing sleek architectural design.",,,
00276,DIV8K/train_HR/0894.png,8812e913dfeb1b7fb04a21688ed732a95c5816d3a97bedbd67d5e062cf50275a,PNG,6720,4416,3117,2048,534,0,"A close-up of dry, cracked soil under natural daylight.",,,
00277,DIV8K/train_HR/0734.png,3b68ea0fbac04bda0d9b4164c7d39f3883f0e6973609538b49bed0a533143dd3,PNG,6720,4416,3117,2048,534,0,"A hiker carrying a large backpack walks through a rugged desert landscape under a bright, partly cloudy sky.",,,
00278,DIV8K/train_HR/0660.png,e48d94682aa778819855f204e251db7ccd31f7ca0a205e30e84a3b82e29f4f63,PNG,6720,2304,5973,2048,1962,0,A Swiss flag flutters atop a stone building perched on a hillside overlooking a serene lake and majestic mountains under a clear blue sky at dusk.,,,
00279,DIV8K/train_HR/0710.png,132f53b93965889972ea5df1a44c8ae2d38f0f63bd4de5d75de427671e810a11,PNG,6720,2496,5514,2048,1733,0,"A majestic mountain range under a dramatic sky, bathed in natural light, showcasing rugged peaks and snow-capped summits.",,,
00280,DIV8K/train_HR/1023.png,378b92cb4a161366540742be9fdc93df78dd65a25ea8c611b173bdf2226b5f39,PNG,6720,4416,3117,2048,534,0,A historic stone building with a grand entrance and surrounding greenery under bright sunlight.,,,
00281,DIV8K/train_HR/0144.png,769502f81c828092ce3398d78375f129875c67e49bb023c5d7bad90c29654c58,PNG,5760,2304,5120,2048,1536,0,A sprawling campus nestled amidst lush greenery under a bright blue sky with scattered clouds.,,,
00282,DIV8K/train_HR/0055.png,665fb9236ff18d7ce793b9d7651ff16228107da5607d10465df0ca5a92f9204d,PNG,5760,5760,2048,2048,0,0,"An aerial view of a serene island with lush greenery and a sandy beach, bathed in warm golden light at sunset.",,,
00283,DIV8K/train_HR/0606.png,90169dec2b947a53b4634c3221911b78d6b2741f6da65c84294deab90bb2de1c,PNG,6720,4416,3117,2048,534,0,"A woman in a red sweater sits contemplatively by a serene body of water under a bright, partly cloudy sky.",,,
00284,DIV8K/train_HR/0602.png,551d52e0bdc71ff98b43c47408f3dc01d9620155e1305c1947803c4e2888db98,PNG,3264,2112,3165,2048,558,0,"A serene river scene with two people in a boat, surrounded by lush green mountains under soft morning light.",,,
00285,DIV8K/train_HR/1026.png,88849fda57235b59da89de2f26cc6e1ef4368258db439b6c957030c18c2fb07c,PNG,3264,2112,3165,2048,558,0,"A stone church with a mosaic depiction of the Virgin Mary and child under a dome, set against a clear blue sky in bright daylight.",,,
00286,DIV8K/train_HR/1258.png,e736ddf6ca33a29b755becb45c8bfa6d7dfe94c7db5df4692b7d4d617c1aa6ec,PNG,6720,5376,2560,2048,256,0,"A serene interior of a historic church with wooden pews and vibrant stained glass windows, bathed in natural light filtering through the arched windows.",,,
00287,DIV8K/train_HR/0769.png,fb43a79812111cb78efe93c2e3ddcf241cc0c1a703e6700d6533c1478940cef9,PNG,4416,6720,2048,3117,0,534,"A black and white silhouette of a person against a pink background with scattered black and red floral patterns, creating a stark contrast in a minimalist style.",,,
00288,DIV8K/train_HR/1100.png,e16ac3e3af26315e4c6b6bc04817e712ef36b47559c711832ad3e976ba7eece4,PNG,6720,4416,3117,2048,534,0,"Rusty industrial silos stand against a clear blue sky in a desolate landscape, bathed in natural sunlight.",,,
00289,DIV8K/train_HR/1151.png,261a967bb0ebcdd2a38526368ddcf50f339fc781329875af829f242d03013aa8,PNG,4416,6720,2048,3117,0,534,"A majestic tree with sprawling branches and golden leaves stands against a clear blue sky, bathed in warm autumn sunlight.",,,
00290,DIV8K/train_HR/1262.png,08b76ed466c04dee0546877634579403e74951491f8dd15d09de39c7d877eb54,PNG,6720,4224,3258,2048,605,0,A historic church perched on a rocky cliff overlooking a river under bright sunlight.,,,
00291,DIV8K/train_HR/0691.png,0d12d42505c0a043291f953e1e6c4dc4790807950db48b48c4f2425cc6965447,PNG,6720,3456,3982,2048,967,0,A winding mountain road cuts through lush green slopes under a soft pink and orange sky at sunset.,,,
00292,DIV8K/train_HR/0774.png,ab15a68319e934f37bbe3efe756b6a38dd93a10975cfe4281ae57412f64ecd72,PNG,6720,3264,4216,2048,1084,0,A serene mountain landscape reflected in a tranquil lake under a partly cloudy sky.,,,
00293,DIV8K/train_HR/0928.png,93f11202d8f18db1365f29a34bdf32673f99cadfb5606aed09013715a1ed0545,PNG,6720,4416,3117,2048,534,0,"A serene beach scene with a swing hanging from a palm tree, boats gently bobbing on calm waters under a cloudy sky.",,,
00294,DIV8K/train_HR/1461.png,2d8c79ad5d7928783f6e9e232005af6eedc695378eb4078297396c691aa5cc02,PNG,7680,4800,3277,2048,614,0,"A close-up of a red translucent dice with white dots, set against a dark background with soft lighting highlighting its texture.",,,
00295,DIV8K/train_HR/1024.png,cebc7b5c6399c99dfb7ee4eb36f06449d8c0c95477976f0d1bfd1f0a7e0b2554,PNG,6720,4416,3117,2048,534,0,"A traditional wooden sailing boat glides across calm blue waters under a clear sky, with a distant coastal cityscape bathed in bright sunlight.",,,
00296,DIV8K/train_HR/1348.png,2e92a64a43cfdc7aef3f2eb0f699d8dc9aac874535c3a0f761d04731ef105f0c,PNG,6720,3456,3982,2048,967,0,A family stands on a reed-covered floating island in Lake Titicaca under bright sunlight.,,,
00297,DIV8K/train_HR/0979.png,4d6bbc8f2d7ced81483fa75ace06c5b44d19edbdf2aa2c4e88e6f5c7ab2976a9,PNG,6720,3648,3773,2048,862,0,A rugged mountain landscape bathed in bright sunlight under a clear blue sky.,,,
00298,DIV8K/train_HR/1437.png,3aeb96325ca1c40af45cfce9160981ff426c6e746528e39eee32090e05be48b6,PNG,7680,4992,3151,2048,551,0,"A vibrant field of red tulips bathed in sunlight, creating a vivid and serene scene.",,,
00299,DIV8K/train_HR/0629.png,846c2d3becf99667a7c06524a6b8562c9125eface7cf525083fe76c918ff9402,PNG,6720,4416,3117,2048,534,0,Aerial view of crashing waves with dynamic textures and natural light highlighting the frothy white crests against deep blue ocean depths.,,,
00300,DIV8K/train_HR/0502.png,518c57d122893bdef84f88edd77990d51eb8625e1c096fa2b0a2a321124d591d,PNG,3264,2112,3165,2048,558,0,A vibrant field of orange poppies and tall grasses bathed in golden sunlight against a blurred ocean backdrop.,,,
00301,DIV8K/train_HR/0718.png,af43f762567df3d4eb769db8bbc4c2e6d9d88d32348de0fd22bb2badb31671ac,PNG,6720,4416,3117,2048,534,0,"A grand library with arched ceilings and bookshelves filled with books, illuminated by natural light filtering through a domed skylight.",,,
00302,DIV8K/train_HR/0257.png,34604c95758d847a31b6d41f75dc6733bd6c44b4396a6216dae54c502620821e,PNG,3840,5760,2048,3072,0,512,"A grand dining room with ornate ceiling details, light blue walls adorned with framed portraits, and a warmly lit table set for a formal meal.",,,
00303,DIV8K/train_HR/0321.png,f0ffef2312f975853c33a3b1f9fbb2091cea4f5953e4052ace5ae351b9b98988,PNG,5760,3840,3072,2048,512,0,"A weathered metal winch with coiled black rope stands on a pebble beach under soft, diffused daylight.",,,
00304,DIV8K/train_HR/1180.png,19a4efe3fa4815e364befd24f9c26db21ef0a6cebd7856ee5917128fb7f96819,PNG,6720,3648,3773,2048,862,0,"A historic stone bridge connects two buildings under a bright blue sky in Oxford, England.",,,
00305,DIV8K/train_HR/0218.png,2b4f59171fdbc92d5420a6c3b6077d0b9270dd209979e4d0c1baec39be8050cb,PNG,5760,3840,3072,2048,512,0,A Jeep Grand Cherokee parked on a snowy road with a majestic mountain backdrop under overcast skies.,,,
00306,DIV8K/train_HR/1416.png,e860911caee59d33dfea60d7ccb4eb092afabda66f07ac6eff872434dcad8ba2,PNG,7680,4992,3151,2048,551,0,"A woman in a straw hat and patterned kimono stands amidst vibrant yellow flowers, bathed in natural sunlight.",,,
00307,DIV8K/train_HR/0417.png,51e8c750747e22435ce63384131df5467f0b7f5f91b191e0019c3d5695854d02,PNG,5760,3840,3072,2048,512,0,"A blue-footed booby perches on a rock in a natural setting with soft, diffused lighting.",,,
00308,DIV8K/train_HR/1039.png,a269527db2aa042f0a2d1947370395fd535ec42b92932f40910e974132fcaed8,PNG,3264,2112,3165,2048,558,0,A rustic wooden hunting stand stands tall against a backdrop of rolling hills under a dramatic sky filled with clouds and warm sunlight.,,,
00309,DIV8K/train_HR/0063.png,0e0c475867e9c872bc3fe69b46f303f1e5be90429c96d85b7acff8062ed1e0df,PNG,5760,4224,2793,2048,372,0,"Two golden autumn leaves rest on a dark wooden surface under soft, natural light.",,,
00310,DIV8K/train_HR/1463.png,1e0b9b7024b3f817f1c99730c19cd970ddaac36637b869ae5b5e0337916e9aaa,PNG,7680,4992,3151,2048,551,0,"A grand cathedral interior with high vaulted ceilings, intricate stone arches, and rows of wooden pews bathed in natural light filtering through stained glass windows.",,,
